196, 0.000026, 9586.365000, 10890, 8386, 
198, 0.000027, 9697.435000, 10965, 8232, 
200, 0.000026, 9957.570000, 11228, 8855, 
202, 0.000027, 10108.870000, 11730, 8998, 
204, 0.000028, 10307.985000, 11346, 9214, 
206, 0.000028, 10555.635000, 11951, 9464, 
208, 0.000028, 10747.835000, 12055, 9320, 
210, 0.000029, 10993.695000, 12307, 9590, 
212, 0.000029, 11178.290000, 12586, 9800, 
214, 0.000030, 11409.375000, 12835, 10182, 
216, 0.000030, 11596.410000, 12922, 9808, 
218, 0.000031, 11847.605000, 13354, 10619, 
220, 0.000032, 12055.640000, 13773, 10541, 
222, 0.000032, 12286.275000, 14308, 10803, 
224, 0.000033, 12510.460000, 14022, 11138, 
226, 0.000033, 12726.165000, 14080, 10865, 
228, 0.000035, 12932.870000, 14686, 11465, 
230, 0.000034, 13149.610000, 14852, 11491, 
232, 0.000036, 13405.620000, 14740, 11728, 
234, 0.000037, 13638.420000, 15137, 12226, 
236, 0.000036, 13885.345000, 15540, 12324, 
238, 0.000037, 14182.735000, 15604, 12427, 
240, 0.000037, 14342.785000, 16036, 12796, 
242, 0.000040, 14590.425000, 16224, 12130, 
244, 0.000038, 14785.190000, 16261, 13007, 
246, 0.000039, 14988.775000, 16906, 13534, 
248, 0.000041, 15275.795000, 17077, 13430, 
250, 0.000041, 15554.785000, 17908, 13703, 
252, 0.000041, 15840.245000, 17748, 13859, 
254, 0.000042, 16091.245000, 18110, 14377, 
256, 0.000043, 16293.680000, 18165, 14359, 
258, 0.000043, 16655.995000, 18495, 14861, 
260, 0.000044, 16796.145000, 18685, 14901, 
262, 0.000044, 17146.610000, 19478, 15360, 
264, 0.000045, 17301.035000, 19317, 15253, 
266, 0.000045, 17645.335000, 19847, 15090, 
268, 0.000046, 17791.355000, 20096, 16090, 
270, 0.000047, 18171.475000, 20059, 15446, 
272, 0.000048, 18455.190000, 20495, 16316, 
274, 0.000048, 18678.855000, 20728, 16255, 
276, 0.000049, 18939.205000, 21085, 17212, 
278, 0.000050, 19219.655000, 21219, 17403, 
280, 0.000051, 19523.695000, 21418, 17240, 
282, 0.000051, 19803.785000, 22064, 17802, 
284, 0.000052, 20131.045000, 22105, 17965, 
286, 0.000052, 20403.600000, 22354, 18629, 
288, 0.000053, 20673.455000, 22904, 17616, 
290, 0.000055, 20974.410000, 23530, 19122, 
292, 0.000054, 21221.550000, 23621, 18972, 
294, 0.000055, 21465.990000, 23338, 19185, 
296, 0.000057, 21801.655000, 24122, 19750, 
298, 0.000056, 22210.860000, 24559, 18667, 
300, 0.000057, 22449.695000, 24512, 20127, 
